Food_ID,Food_Name,Cuisine,Type,Calories,Protein,Fat,Carbs,Meal_Type,Price
331,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,223
332,Vegan Protein Bar,Mexican,Vegan,365,7.7,29.5,27.6,Snack,133
333,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,207
334,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,147
335,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,219
336,Vegan Muffins,Chinese,Vegan,278,38.3,3.2,59.3,Snack,162
337,Mushroom Risotto,Thai,Vegan,692,18.2,16.6,15.0,Dinner,324
338,Mutton Seekh Kebab,Thai,Non-Veg,561,37.8,19.8,44.6,Snack,102
339,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,132
340,Paneer Lababdar,Italian,Veg,518,20.9,28.6,27.8,Dinner,262
341,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,70
342,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,337
343,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,306
344,Fish Curry,Thai,Non-Veg,574,12.1,2.6,45.0,Lunch,266
345,Rajma Chawal,Mexican,Veg,339,15.3,13.1,73.4,Lunch,225
346,Fish Curry Thali,Mexican,Non-Veg,672,18.8,28.7,36.3,Dinner,343
347,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,300
348,Veg Biryani,Thai,Veg,323,29.0,8.9,78.7,Lunch,228
349,Pav Bhaji,Mediterranean,Veg,457,15.8,12.5,28.8,Breakfast,144
350,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,213
351,Gobi Masala,Indian,Veg,528,23.1,6.7,22.4,Dinner,269
352,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,72
353,Mushroom Risotto,Thai,Vegan,692,18.2,16.6,15.0,Dinner,332
354,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,339
355,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,307
356,Malai Kofta,Indian,Veg,252,14.8,19.3,55.5,Dinner,206
357,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,111
358,Quinoa Salad,Thai,Vegan,349,39.8,12.4,47.6,Lunch,205
359,Chicken Burger,Mexican,Non-Veg,392,30.9,25.9,41.4,Snack,94
360,Fish Fingers,Italian,Non-Veg,317,33.0,29.9,47.3,Snack,84
361,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,247
362,Fish Pakora,Indian,Non-Veg,338,35.0,27.3,20.0,Snack,162
363,Chicken Burger,Mexican,Non-Veg,392,30.9,25.9,41.4,Snack,136
364,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,156
365,Aloo Paratha,Mexican,Veg,341,34.2,14.1,37.4,Breakfast,180
366,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,56
367,Chole Bhature,Indian,Veg,368,33.0,28.4,63.9,Lunch,211
368,Vegetable Uttapam,Chinese,Veg,243,39.7,14.9,26.7,Breakfast,174
369,Vegan Chili,Continental,Vegan,256,39.4,3.1,43.0,Dinner,223
370,Chole Bhature,Indian,Veg,368,33.0,28.4,63.9,Lunch,228
371,Veg Handi,Thai,Veg,337,32.2,26.1,79.6,Dinner,227
372,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,313
373,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,199
374,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,245
375,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,248
376,Gobi Masala,Indian,Veg,528,23.1,6.7,22.4,Dinner,262
377,Vegan Popcorn,Indian,Vegan,393,16.0,8.3,12.1,Snack,158
378,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,271
379,Rajma Chawal,Mexican,Veg,339,15.3,13.1,73.4,Lunch,226
380,Chicken Wings,Thai,Non-Veg,458,34.5,22.0,65.7,Snack,194
381,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,184
382,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,189
383,Vegan Burrito,Italian,Vegan,477,30.1,11.3,40.9,Lunch,269
384,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,213
385,Vegetable Uttapam,Chinese,Veg,243,39.7,14.9,26.7,Breakfast,137
386,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,177
387,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,189
388,Quinoa Salad,Thai,Vegan,349,39.8,12.4,47.6,Lunch,213
389,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,102
390,Quinoa Salad,Thai,Vegan,349,39.8,12.4,47.6,Lunch,207
391,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,142
392,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,165
393,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,89
394,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,330
395,Vegan Chili,Continental,Vegan,256,39.4,3.1,43.0,Dinner,244
396,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,172
397,Veg Sandwich,Mexican,Veg,232,34.6,29.2,77.2,Breakfast,160
398,Chole Bhature,Indian,Veg,368,33.0,28.4,63.9,Lunch,233
399,Stuffed Eggplant,Continental,Vegan,403,19.8,5.3,41.1,Dinner,268
400,Malai Kofta,Indian,Veg,252,14.8,19.3,55.5,Dinner,202
401,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,196
402,Fish Pakora,Indian,Non-Veg,338,35.0,27.3,20.0,Snack,105
403,Chicken Poha,Mediterranean,Non-Veg,316,9.2,26.4,60.2,Breakfast,165
404,Veg Pizza Slice,Chinese,Veg,276,22.4,11.7,76.7,Snack,114
405,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,243
406,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,115
407,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,192
408,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,154
409,Gobi Masala,Indian,Veg,528,23.1,6.7,22.4,Dinner,300
410,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,272
411,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,160
412,Chicken Sandwich,Mexican,Non-Veg,517,35.7,28.8,20.1,Breakfast,128
413,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,170
414,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,204
415,Egg Paratha,Indian,Non-Veg,252,30.6,12.8,79.9,Breakfast,168
416,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,233
417,Malai Kofta,Indian,Veg,252,14.8,19.3,55.5,Dinner,217
418,Vegan Wrap,Italian,Vegan,497,15.1,22.3,51.3,Lunch,255
419,Peanut Butter Dates,Indian,Vegan,223,28.7,6.6,46.6,Snack,84
420,Vegan Lasagna,Italian,Vegan,223,6.9,7.5,63.3,Dinner,248
421,Matar Paneer,Indian,Veg,412,6.1,9.6,61.5,Dinner,274
422,Chicken Sandwich,Mexican,Non-Veg,517,35.7,28.8,20.1,Breakfast,157
423,Veg Handi,Thai,Veg,337,32.2,26.1,79.6,Dinner,228
424,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,75
425,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,280
426,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,233
427,Vegetable Khichdi,Continental,Veg,367,24.1,9.6,26.9,Lunch,212
428,Veg Momos,Chinese,Veg,339,9.5,25.7,79.9,Snack,68
429,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,60
430,Fish Masala,Continental,Non-Veg,297,36.4,25.5,68.6,Dinner,211
431,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,239
432,Vegan Burrito,Italian,Vegan,477,30.1,11.3,40.9,Lunch,258
433,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,138
434,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,208
435,Egg Paratha,Indian,Non-Veg,252,30.6,12.8,79.9,Breakfast,139
436,Egg Bhurji with Bread,Thai,Non-Veg,151,32.8,17.6,33.7,Breakfast,152
437,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,126
438,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,115
439,Paneer Tikka Masala,Mexican,Veg,699,26.8,27.2,61.5,Dinner,304
440,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,194
441,Poha,Italian,Veg,606,37.2,25.6,46.6,Breakfast,185
442,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,223
443,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,196
444,Prawn Biryani,Thai,Non-Veg,690,21.5,21.9,65.4,Lunch,330
445,Vegan Overnight Oats,Indian,Vegan,567,10.3,29.6,20.1,Breakfast,110
446,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,248
447,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,141
448,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,112
449,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,188
450,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,149
451,Malai Kofta,Indian,Veg,252,14.8,19.3,55.5,Dinner,236
452,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,109
453,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,242
454,Butter Chicken,Indian,Non-Veg,208,19.1,29.3,59.9,Lunch,225
455,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,241
456,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,105
457,Vegan Popcorn,Indian,Vegan,393,16.0,8.3,12.1,Snack,56
458,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,250
459,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,87
460,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,265
461,Vegan Popcorn,Indian,Vegan,393,16.0,8.3,12.1,Snack,72
462,Kadhi Chawal,Indian,Veg,162,8.7,14.5,79.3,Lunch,249
463,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,142
464,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,305
465,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,186
466,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,129
467,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,112
468,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,224
469,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,140
470,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,157
471,Falafel with Hummus,Continental,Vegan,364,32.0,17.7,27.0,Lunch,234
472,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,301
473,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,255
474,Veg Cutlet,Thai,Veg,269,19.8,11.1,76.6,Snack,77
475,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,194
476,Egg Roll,Thai,Non-Veg,472,20.6,7.4,73.6,Snack,145
477,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,220
478,Mutton Keema,Continental,Non-Veg,293,38.7,17.8,46.5,Dinner,210
479,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,124
480,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,159
481,Vegan Protein Bar,Mexican,Vegan,365,7.7,29.5,27.6,Snack,172
482,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,158
483,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,274
484,Vegan Burrito,Italian,Vegan,477,30.1,11.3,40.9,Lunch,268
485,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,341
486,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,181
487,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,299
488,Kale Chips,Italian,Vegan,643,10.3,13.9,58.8,Snack,146
489,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,186
490,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,160
491,Vegan Overnight Oats,Indian,Vegan,567,10.3,29.6,20.1,Breakfast,189
492,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,260
493,Vegan Muffins,Chinese,Vegan,278,38.3,3.2,59.3,Snack,131
494,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,170
495,Paneer Tikka,Italian,Veg,670,31.5,5.0,15.5,Snack,127
496,Veg Fried Rice,Continental,Veg,346,5.2,14.0,16.1,Dinner,225
497,Avocado Toast,Thai,Vegan,402,11.6,2.4,44.2,Breakfast,159
498,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,277
499,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,183
500,Butter Chicken with Naan,Indian,Non-Veg,261,7.9,17.1,48.5,Dinner,220
501,Chicken Frankie,Thai,Non-Veg,607,31.0,30.0,41.0,Breakfast,140
502,Veg Manchurian,Mediterranean,Veg,322,7.3,3.3,18.2,Dinner,210
503,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,75
504,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,141
505,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,216
506,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,207
507,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,164
508,Egg Masala,Italian,Non-Veg,191,8.8,12.7,12.3,Dinner,208
509,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,122
510,Fruit Bowl,Continental,Vegan,292,20.0,26.6,19.4,Breakfast,186
511,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,230
512,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,125
513,Vegan Yogurt Bowl,Continental,Vegan,258,18.5,20.1,48.6,Breakfast,111
514,Vegan Buddha Bowl,Mexican,Vegan,364,25.4,18.0,38.3,Lunch,235
515,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,201
516,Chicken Fried Rice,Italian,Non-Veg,659,29.6,11.3,17.3,Lunch,329
517,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,208
518,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,198
519,Peanut Butter Dates,Indian,Vegan,223,28.7,6.6,46.6,Snack,118
520,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,226
521,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,316
522,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,331
523,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,161
524,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,225
525,Peanut Butter Dates,Indian,Vegan,223,28.7,6.6,46.6,Snack,127
526,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,159
527,Chicken Pakora,Mexican,Non-Veg,585,19.4,25.1,51.0,Snack,108
528,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,178
529,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,267
530,Jeera Rice with Curry,Chinese,Veg,597,31.9,8.1,49.4,Dinner,266
531,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,186
532,Jeera Rice with Curry,Chinese,Veg,597,31.9,8.1,49.4,Dinner,262
533,Vegan Noodles,Mediterranean,Vegan,194,28.8,21.9,57.3,Dinner,204
534,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,128
535,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,73
536,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,220
537,Fish Fingers,Italian,Non-Veg,317,33.0,29.9,47.3,Snack,75
538,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,231
539,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,196
540,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,243
541,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,165
542,Chicken Keema Paratha,Mexican,Non-Veg,194,30.1,19.3,57.0,Breakfast,181
543,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,169
544,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,101
545,Rajma Chawal,Mexican,Veg,339,15.3,13.1,73.4,Lunch,200
546,Chicken Poha,Mediterranean,Non-Veg,316,9.2,26.4,60.2,Breakfast,117
547,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,118
548,Fish Pakora,Indian,Non-Veg,338,35.0,27.3,20.0,Snack,88
549,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,343
550,Chicken Sandwich,Mexican,Non-Veg,517,35.7,28.8,20.1,Breakfast,138
551,Quinoa Salad,Thai,Vegan,349,39.8,12.4,47.6,Lunch,250
552,Prawn Biryani,Thai,Non-Veg,690,21.5,21.9,65.4,Lunch,338
553,Samosa,Thai,Veg,403,16.7,6.6,16.0,Snack,150
554,Vegan Burrito,Italian,Vegan,477,30.1,11.3,40.9,Lunch,288
555,Dhokla,Thai,Veg,318,20.4,11.6,79.8,Snack,158
556,Vegan Buddha Bowl,Mexican,Vegan,364,25.4,18.0,38.3,Lunch,244
557,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,270
558,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,147
559,Chicken Frankie,Thai,Non-Veg,607,31.0,30.0,41.0,Breakfast,126
560,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,309
561,Vegan Sushi,Chinese,Vegan,381,16.5,24.1,57.9,Lunch,232
562,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,154
563,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,216
564,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,119
565,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,263
566,Vegan Muffins,Chinese,Vegan,278,38.3,3.2,59.3,Snack,119
567,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,272
568,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,141
569,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,220
570,Chicken Cutlet,Italian,Non-Veg,543,35.6,13.8,77.5,Breakfast,106
571,Mushroom Risotto,Thai,Vegan,692,18.2,16.6,15.0,Dinner,315
572,Lentil Soup,Continental,Vegan,397,39.6,17.7,36.2,Lunch,226
573,Kale Chips,Italian,Vegan,643,10.3,13.9,58.8,Snack,183
574,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,109
575,Pav Bhaji,Mediterranean,Veg,457,15.8,12.5,28.8,Breakfast,122
576,Mutton Pulao,Indian,Non-Veg,271,10.7,18.4,45.5,Lunch,228
577,Quinoa Salad,Thai,Vegan,349,39.8,12.4,47.6,Lunch,222
578,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,318
579,Veg Momos,Chinese,Veg,339,9.5,25.7,79.9,Snack,81
580,Chicken Sausage,Thai,Non-Veg,492,37.0,24.4,11.1,Breakfast,116
581,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,259
582,Granola with Almond Milk,Chinese,Vegan,619,39.8,21.1,62.5,Breakfast,152
583,Masala Corn,Thai,Veg,408,23.0,22.2,32.7,Snack,195
584,Vegan Muffins,Chinese,Vegan,278,38.3,3.2,59.3,Snack,95
585,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,331
586,Paneer Lababdar,Italian,Veg,518,20.9,28.6,27.8,Dinner,251
587,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,280
588,Veg Fried Rice,Continental,Veg,346,5.2,14.0,16.1,Dinner,205
589,Keema Curry,Chinese,Non-Veg,622,15.4,8.4,74.6,Lunch,308
590,Mutton Rogan Josh,Italian,Non-Veg,613,32.6,29.2,78.4,Lunch,350
591,Stuffed Bell Peppers,Italian,Vegan,386,7.7,5.1,38.6,Lunch,243
592,Chicken Popcorn,Continental,Non-Veg,633,38.4,12.6,52.2,Snack,119
593,Shahi Paneer,Continental,Veg,653,13.0,21.3,14.7,Lunch,302
594,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,199
595,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,274
596,Chicken Sandwich,Mexican,Non-Veg,517,35.7,28.8,20.1,Breakfast,156
597,Vegan Muffins,Continental,Vegan,187,11.7,13.0,77.2,Breakfast,132
598,Chicken Nuggets,Italian,Non-Veg,202,32.3,9.2,30.4,Snack,65
599,Vegan Lasagna,Italian,Vegan,223,6.9,7.5,63.3,Dinner,235
600,Veg Burger,Mediterranean,Veg,350,34.4,27.3,39.8,Snack,77
601,Gobi Masala,Indian,Veg,528,23.1,6.7,22.4,Dinner,280
602,Chicken Shawarma Roll,Mexican,Non-Veg,462,37.6,4.8,48.0,Dinner,262
603,Keema Curry,Chinese,Non-Veg,622,15.4,8.4,74.6,Lunch,313
604,Vegan Burger,Continental,Vegan,633,11.7,25.9,49.2,Dinner,325
605,Chole Bhature,Indian,Veg,368,33.0,28.4,63.9,Lunch,214
606,Masala Corn,Thai,Veg,408,23.0,22.2,32.7,Snack,57
607,Idli with Chutney,Indian,Veg,168,15.7,21.8,47.9,Snack,99
608,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,157
609,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,181
610,Cauliflower Steaks,Italian,Vegan,391,6.4,22.3,43.3,Dinner,213
611,Chicken Burger,Mexican,Non-Veg,392,30.9,25.9,41.4,Snack,58
612,Veg Frankie,Continental,Veg,439,28.3,13.9,24.8,Snack,142
613,Idli Sambar,Italian,Veg,160,24.5,3.0,59.9,Breakfast,179
614,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,197
615,Veg Sandwich,Thai,Veg,164,33.6,14.2,70.5,Snack,66
616,Veg Sandwich,Mexican,Veg,232,34.6,29.2,77.2,Breakfast,127
617,Veg Pakora,Italian,Veg,207,17.3,3.5,44.9,Snack,198
618,Paneer Tikka Masala,Mexican,Veg,699,26.8,27.2,61.5,Dinner,301
619,Vegetable Uttapam,Chinese,Veg,243,39.7,14.9,26.7,Breakfast,115
620,Vegan Pasta,Mexican,Vegan,634,6.4,21.6,45.4,Lunch,344
621,Veg Kofta Curry,Mexican,Veg,303,11.8,18.5,50.4,Lunch,246
622,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,123
623,Besan Chilla,Mexican,Veg,192,17.2,3.0,47.1,Breakfast,100
624,Chicken Korma,Mediterranean,Non-Veg,459,20.4,12.4,12.2,Lunch,260
625,Dal Fry with Rice,Chinese,Veg,376,30.9,22.7,62.5,Lunch,207
626,Veg Korma,Chinese,Veg,344,26.7,17.0,41.2,Dinner,245
627,Butter Chicken,Indian,Non-Veg,208,19.1,29.3,59.9,Lunch,233
628,Malai Kofta,Indian,Veg,252,14.8,19.3,55.5,Dinner,211
629,Egg Masala,Italian,Non-Veg,191,8.8,12.7,12.3,Dinner,220
630,Vegan Muffins,Chinese,Vegan,278,38.3,3.2,59.3,Snack,182
631,Veg Manchurian,Mediterranean,Veg,322,7.3,3.3,18.2,Dinner,212
632,Kale Chips,Italian,Vegan,643,10.3,13.9,58.8,Snack,126
633,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,134
634,Vegan Burger,Continental,Vegan,633,11.7,25.9,49.2,Dinner,319
635,Sweet Potato Bowl,Italian,Vegan,267,37.4,25.1,71.5,Lunch,243
636,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,210
637,Chia Pudding,Italian,Vegan,601,8.5,4.5,71.5,Breakfast,129
638,Vegan Waffles,Italian,Vegan,440,35.7,3.2,23.5,Breakfast,185
639,Oatmeal,Mediterranean,Vegan,161,9.2,20.1,18.6,Breakfast,195
640,Egg Paratha,Indian,Non-Veg,252,30.6,12.8,79.9,Breakfast,200
641,Egg Bhurji with Bread,Thai,Non-Veg,151,32.8,17.6,33.7,Breakfast,163
642,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,110
643,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,283
644,Vegan Pizza,Mediterranean,Vegan,345,19.6,10.9,26.9,Dinner,240
645,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,133
646,Cauliflower Steaks,Italian,Vegan,391,6.4,22.3,43.3,Dinner,210
647,Veg Hakka Noodles,Chinese,Veg,595,38.6,16.7,10.6,Dinner,251
648,Masala Dosa,Mediterranean,Veg,435,10.4,28.0,32.0,Breakfast,149
649,Peanut Butter Toast,Chinese,Vegan,451,14.5,3.2,31.8,Breakfast,141
650,Veg Manchurian,Mediterranean,Veg,322,7.3,3.3,18.2,Dinner,245
651,Veg Sandwich,Mexican,Veg,232,34.6,29.2,77.2,Breakfast,101
652,Mutton Biryani,Italian,Non-Veg,577,34.2,20.7,74.0,Dinner,288
653,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,118
654,Tofu Scramble Wrap,Mediterranean,Vegan,195,15.0,10.2,37.7,Breakfast,159
655,Egg Sandwich,Mexican,Non-Veg,205,16.2,25.7,71.5,Breakfast,193
656,Chicken Do Pyaza,Chinese,Non-Veg,613,38.9,17.6,25.9,Dinner,309
657,Chicken Tikka Masala,Continental,Non-Veg,698,14.2,11.0,47.2,Dinner,341
658,Prawn Masala,Thai,Non-Veg,580,28.6,11.5,52.6,Lunch,300
659,Couscous Salad,Continental,Vegan,495,36.1,25.5,68.7,Lunch,276
